"","pid","ms_subclass","lot_area","overall_qual","overall_cond","year_built","year_remod/add","mas_vnr_area","bsmtfin_sf_1","bsmtfin_sf_2","bsmt_unf_sf","total_bsmt_sf","1st_flr_sf","2nd_flr_sf","low_qual_fin_sf","gr_liv_area","bsmt_full_bath","bsmt_half_bath","full_bath","half_bath","bedroom_abvgr","kitchen_abvgr","totrms_abvgrd","fireplaces","garage_yr_blt","garage_cars","garage_area","wood_deck_sf","open_porch_sf","enclosed_porch","3ssn_porch","screen_porch","pool_area","misc_val","mo_sold","yr_sold","saleprice","street_num","lot","zone","land","lot_location","land_sl","roof","roof_m","heat","sale_cond","al","condition1","buliding","build","extertior_qual","extertior","extertior_cond","CA","elec","func","driveway"
"431","0528228450","120",3182,7,5,2005,2006,16,16,0,1330,1346,1504,0,0,1504,0,0,2,0,1,1,7,1,2005,2,457,156,0,0,0,0,0,0,5,2009,181000,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"432","0528228455","120",3182,7,5,2005,2006,16,16,0,1204,1220,1220,0,0,1220,0,0,2,0,2,1,5,1,2005,2,397,100,16,0,0,0,0,0,8,2009,180000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"433","0528228460","120",3182,7,5,2005,2006,11,16,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,2005,2,397,100,16,0,0,0,0,0,9,2009,160200,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"434","0528235010","060",7795,7,5,2004,2005,0,425,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2004,2,432,100,51,0,0,0,0,0,7,2009,188500,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"435","0528235090","060",8068,6,5,2002,2002,0,0,0,1010,1010,1010,1257,0,2267,0,0,2,1,4,1,8,1,2002,2,390,120,46,0,0,0,0,0,12,2009,2e+05,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"436","0528235200","080",9434,7,5,2004,2005,0,0,0,384,384,744,630,0,1374,0,0,2,1,3,1,6,1,2004,2,400,100,0,0,0,0,0,0,8,2009,170000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"437","0528240030","060",7984,7,5,2004,2005,200,0,0,868,868,868,762,0,1630,0,0,2,1,3,1,7,1,2004,2,436,120,48,0,0,0,0,0,9,2009,189500,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"438","0528240060","080",7750,8,5,2002,2002,0,353,0,55,408,779,640,0,1419,1,0,2,1,3,1,7,1,2002,2,527,120,0,0,0,0,0,0,3,2009,184100,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"439","0528240150","060",10125,7,5,2004,2004,0,0,0,846,846,846,748,0,1594,0,0,2,1,3,1,7,1,2004,2,434,300,48,0,0,0,0,0,7,2009,195500,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"440","0528250020","060",8965,7,5,2003,2003,0,652,0,130,782,806,683,0,1489,1,0,2,1,3,1,8,1,2003,2,400,0,75,0,0,0,0,0,6,2009,192000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"441","0528250040","060",8174,7,5,2003,2003,0,494,0,204,698,698,644,0,1342,1,0,2,1,3,1,7,1,2003,2,393,100,56,0,0,0,0,0,5,2009,178000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"442","0528253010","120",5063,7,5,2007,2008,166,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2008,2,626,172,62,0,0,0,0,0,4,2009,207500,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"443","0528275070","060",8795,7,5,2000,2000,0,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2000,2,554,224,54,0,0,0,0,0,4,2009,236000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"444","0528280230","060",12224,6,5,2000,2000,40,695,0,297,992,1022,1032,0,2054,1,0,2,1,3,1,7,1,2000,2,390,24,48,0,0,0,0,0,7,2009,244000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"445","0528290030","080",9734,7,5,2004,2004,0,241,113,30,384,744,630,0,1374,0,0,2,1,3,1,7,0,2004,2,400,0,0,0,0,0,0,0,5,2009,167000,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"446","0528290120","060",8123,6,5,2000,2000,16,0,0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,2000,2,463,100,63,0,0,0,0,0,6,2009,179000,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"447","0528290180","060",8433,6,5,2000,2000,0,683,0,111,794,819,695,0,1514,1,0,2,1,3,1,7,1,2000,2,394,0,72,0,0,0,0,0,6,2009,190000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"448","0528290190","080",7750,7,5,1999,2000,0,0,0,384,384,774,656,0,1430,0,0,2,1,3,1,7,1,1999,2,400,0,0,0,0,0,0,0,3,2009,156000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"449","0528292030","060",15896,7,5,1999,1999,210,913,0,264,1177,1223,1089,0,2312,1,0,2,1,4,1,8,1,1999,3,658,298,0,0,0,0,0,0,5,2009,245000,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"450","0528292040","060",24682,6,5,1999,1999,0,0,0,841,841,892,783,0,1675,0,0,2,1,3,1,7,1,1999,2,502,0,103,0,0,0,0,0,6,2009,181000,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"451","0528292070","060",8755,7,5,1999,1999,298,772,0,220,992,1022,1038,0,2060,1,0,2,1,3,1,8,1,1999,2,390,0,0,0,168,0,0,0,6,2009,214000,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"452","0528294050","080",7848,7,6,1999,1999,0,0,0,384,384,774,656,0,1430,0,0,2,1,3,1,7,1,1999,2,410,0,0,0,0,0,0,0,6,2009,168000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"453","0528315090","060",9430,8,5,1999,1999,673,1163,0,89,1252,1268,1097,0,2365,1,0,2,1,3,1,8,1,1999,3,856,0,128,0,0,180,0,0,7,2009,337000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"454","0528321010","060",15138,8,5,1995,1996,506,689,0,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,1995,3,810,0,146,202,0,0,0,0,7,2009,403000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"455","0528327070","060",12720,8,5,2000,2000,150,1173,0,282,1455,1466,1221,0,2687,1,0,2,1,4,1,10,2,2000,3,810,252,30,0,0,0,0,0,9,2009,327000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"456","0528344040","060",16545,8,5,1998,1998,731,781,0,503,1284,1310,1140,0,2450,1,0,2,1,3,1,7,1,1998,3,1069,0,126,0,0,0,0,0,5,2009,340000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"457","0528344100","060",12203,8,5,1998,1999,975,854,0,371,1225,1276,1336,0,2612,1,0,2,1,4,1,8,1,1998,3,676,250,0,0,0,0,0,0,7,2009,336000,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"458","0528354050","060",10208,7,5,1996,1997,921,0,0,1264,1264,1277,1067,0,2344,0,0,2,1,3,1,7,1,1996,3,889,220,0,0,0,0,0,0,7,2009,265000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"459","0528363050","020",10750,8,5,1994,1995,634,236,1526,262,2024,2063,0,0,2063,1,0,2,0,3,1,7,2,1994,3,815,182,56,0,0,0,0,0,6,2009,315000,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"460","0528365070","060",9900,7,5,1993,1993,256,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,1993,3,656,340,60,144,0,0,0,0,4,2009,260000,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"461","0528385050","060",9085,7,5,1995,1996,286,816,0,254,1070,1094,967,0,2061,1,0,2,1,3,1,7,1,1995,2,647,296,102,209,0,0,0,0,11,2009,260000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"462","0528387030","060",11692,8,5,1993,1994,372,624,0,549,1173,1215,1017,0,2232,1,0,2,1,3,1,8,1,1993,2,623,173,165,0,0,0,0,0,10,2009,263550,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"463","0528390100","060",46589,8,7,1994,2005,528,1361,180,88,1629,1686,762,0,2448,1,0,2,1,4,1,8,1,1994,3,711,517,76,0,0,0,0,0,7,2009,402000,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"464","0528390210","060",29959,7,6,1994,1994,0,595,0,378,973,979,871,0,1850,0,0,2,1,3,1,7,1,1994,2,467,168,98,0,0,0,0,0,1,2009,248000,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"465","0528427020","020",9612,8,5,2008,2009,72,0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,2008,3,898,210,150,0,0,0,0,0,12,2009,244600,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1
"466","0528431020","020",11194,8,5,2008,2008,240,0,0,1696,1696,1696,0,0,1696,0,0,2,0,3,1,7,0,2008,3,972,120,56,0,0,0,0,0,9,2009,275000,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"467","0528431070","020",10206,8,5,2008,2008,294,0,0,1614,1614,1658,0,0,1658,0,0,2,1,3,1,7,1,2008,3,726,144,44,0,0,0,0,0,9,2009,257500,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"468","0528435030","020",9262,8,5,2008,2009,194,0,0,1573,1573,1578,0,0,1578,0,0,2,0,3,1,7,1,2008,3,840,0,36,0,0,0,0,0,5,2009,287090,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"469","0528435050","020",10130,8,5,2007,2007,260,1294,0,408,1702,1702,0,0,1702,1,0,2,0,3,1,7,1,2007,3,844,0,69,0,0,0,0,0,3,2009,275500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"470","0528439060","020",9139,8,5,2006,2006,206,379,0,1043,1422,1432,0,0,1432,0,0,2,0,3,1,7,1,2006,2,492,297,50,0,0,0,0,0,9,2009,245000,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"471","0528441020","060",9675,7,5,2005,2005,0,341,0,772,1113,1113,858,0,1971,0,0,2,1,3,1,8,1,2005,2,689,0,48,0,0,0,0,0,2,2009,253000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"472","0528456180","060",8640,7,5,2009,2009,0,822,0,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,2009,2,644,168,108,0,0,0,0,0,7,2009,252678,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"473","0528456220","060",9000,8,5,2008,2008,0,0,0,768,768,786,804,0,1590,0,0,2,1,3,1,6,0,2008,2,676,0,30,0,0,0,0,0,6,2009,210000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"474","0528456240","020",7862,6,5,2009,2009,0,27,0,1191,1218,1218,0,0,1218,0,0,2,0,2,1,4,0,2009,2,676,0,102,0,0,0,0,0,9,2009,208300,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"475","0528458040","020",8640,8,5,2009,2009,72,936,0,364,1300,1314,0,0,1314,1,0,2,0,3,1,6,0,2009,2,552,135,112,0,0,0,0,0,9,2009,229456,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"476","0528458060","020",8640,7,5,2008,2008,0,0,0,1402,1402,1402,0,0,1402,0,0,2,0,3,1,7,0,2008,2,625,205,126,0,0,0,0,0,5,2009,229800,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"477","0528458140","020",12606,9,5,2007,2008,120,0,0,1530,1530,1530,0,0,1530,0,0,2,0,3,1,7,1,2008,3,984,212,136,0,0,0,0,0,5,2009,250000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"478","0528458160","020",9187,9,5,2009,2009,162,1121,0,645,1766,1766,0,0,1766,1,0,2,1,2,1,7,1,2009,3,478,195,130,0,0,0,0,0,10,2009,370878,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"479","0528458180","020",7500,8,5,2006,2007,238,24,0,1348,1372,1448,0,0,1448,0,0,2,0,2,1,6,1,2006,2,692,0,140,0,0,0,0,0,6,2009,238500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"480","0528477050","060",11003,10,5,2008,2008,160,765,0,252,1017,1026,981,0,2007,1,0,2,1,3,1,10,1,2008,3,812,168,52,0,0,0,0,0,4,2009,310000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"481","0528477070","060",10603,8,5,2006,2006,121,682,0,218,900,909,886,0,1795,1,0,2,1,3,1,8,1,2006,3,782,168,45,0,0,0,0,0,7,2009,270000,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"482","0528480040","060",10574,8,5,2005,2006,0,0,0,1082,1082,1082,871,0,1953,0,0,2,1,3,1,9,1,2005,3,1043,160,50,0,0,0,0,0,5,2009,252000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"483","0528480130","060",8125,7,5,2006,2007,100,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2007,2,438,0,168,0,0,0,0,0,10,2009,241000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"484","0528480170","020",8125,8,5,2008,2009,288,0,0,1836,1836,1836,0,0,1836,0,0,2,0,3,1,8,1,2009,2,517,0,175,0,0,0,0,0,10,2009,264500,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"485","0528482040","020",10625,7,5,2006,2007,0,1430,0,222,1652,1662,0,0,1662,1,0,2,0,3,1,8,1,2006,3,711,168,120,0,0,0,0,0,3,2009,291000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"486","0528482130","060",9375,7,5,2003,2004,0,0,0,912,912,912,1182,0,2094,0,0,2,1,4,1,8,1,2003,2,615,182,182,0,0,0,0,0,11,2009,263000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"487","0528488100","020",7500,7,5,2004,2005,0,410,0,811,1221,1221,0,0,1221,1,0,2,0,2,1,6,0,2004,2,400,0,113,0,0,0,0,0,10,2009,185000,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
"488","0528490040","020",8736,7,5,2003,2004,0,771,360,422,1553,1553,0,0,1553,1,0,2,0,3,1,6,0,2003,2,588,192,88,0,0,0,0,0,8,2009,234500,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"489","0528490070","060",8127,7,5,2003,2003,0,410,0,402,812,812,841,0,1653,1,0,2,1,3,1,6,0,2003,2,628,0,45,0,0,0,0,0,3,2009,209000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"490","0531363010","020",9605,7,6,2007,2007,0,0,0,1218,1218,1218,0,0,1218,0,0,1,1,3,1,6,0,2007,2,576,0,178,0,0,0,0,0,4,2009,159000,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"491","0531363030","020",7500,7,5,2006,2006,0,54,0,1087,1141,1141,0,0,1141,1,0,1,1,3,1,6,0,2006,2,484,182,0,0,0,0,0,0,6,2009,152000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"492","0531369010","060",10628,7,5,2004,2004,0,0,0,835,835,871,941,0,1812,0,0,2,1,3,1,8,0,2004,2,478,146,91,0,0,0,0,0,1,2009,193000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"493","0531369020","020",10141,8,5,2004,2004,264,516,774,222,1512,1512,0,0,1512,0,0,2,0,3,1,6,0,2004,3,845,210,36,0,0,0,0,0,1,2009,203000,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"494","0531375040","020",13072,7,5,2004,2005,0,0,0,1114,1114,1114,0,0,1114,0,0,1,1,3,1,6,0,2005,2,576,248,102,0,0,0,0,0,5,2009,159000,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"495","0531375130","020",12450,5,5,2003,2004,0,836,0,278,1114,1114,0,0,1114,1,0,2,0,3,1,6,0,2004,2,576,0,42,0,0,0,0,0,6,2009,153000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"496","0531376090","020",7328,7,5,2008,2009,140,0,0,1450,1450,1450,0,0,1450,0,0,2,0,2,1,6,0,2008,3,788,0,93,0,0,0,0,0,2,2009,224243,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"497","0531379050","060",11492,7,5,1996,1997,132,637,0,276,913,913,1209,0,2122,1,0,2,1,4,1,8,1,1997,2,559,0,74,0,0,0,0,0,4,2009,220000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"498","0531382070","020",10994,8,5,2005,2006,366,976,0,868,1844,1844,0,0,1844,1,0,2,0,2,1,7,1,2005,2,620,165,44,0,0,0,0,0,9,2009,257000,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"499","0531385020","020",8529,7,5,2001,2001,0,20,0,1434,1454,1434,0,0,1434,0,0,2,0,3,1,6,1,2001,2,527,290,39,0,0,0,0,0,4,2009,189000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"500","0531450120","060",7703,6,6,1992,1992,0,52,364,400,816,833,897,0,1730,0,0,2,1,3,1,6,0,1992,2,528,0,91,0,0,168,0,0,11,2009,171500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"501","0531452010","160",10762,6,6,1980,1980,0,0,0,626,626,626,591,0,1217,0,0,1,1,3,1,6,1,1980,1,288,0,28,0,0,0,0,0,4,2009,120000,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"502","0531452070","120",7175,6,5,1990,1991,0,0,0,1332,1332,1332,0,0,1332,0,0,2,0,2,1,5,0,1990,2,542,0,60,0,0,0,0,0,2,2009,145000,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"503","0531452260","060",9109,7,5,1994,1994,0,36,596,122,754,754,786,0,1540,1,0,2,1,3,1,6,0,1994,2,495,140,32,0,0,0,0,0,10,2009,184000,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"504","0531453100","060",10274,6,7,1986,1986,141,331,0,345,676,698,702,0,1400,0,0,2,1,3,1,6,0,1986,2,465,0,48,0,0,0,0,0,7,2009,162000,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"505","0531475220","090",8250,6,7,1981,1981,0,0,0,0,0,964,918,0,1882,0,0,2,0,4,2,8,2,1981,2,612,0,0,0,0,0,0,0,5,2009,160000,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"506","0531477020","020",8400,4,4,1950,1950,0,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1950,1,294,250,0,24,0,0,0,0,9,2009,82000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
"507","0531479020","045",9000,6,3,1928,1950,0,0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,1950,2,360,0,0,91,0,0,0,0,10,2009,76000,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"508","0532353020","020",9750,5,5,1962,1962,0,68,884,28,980,980,0,0,980,1,0,1,0,3,1,5,0,1969,2,400,0,28,0,0,0,0,0,11,2009,110000,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"509","0532353130","020",7064,5,6,1977,1977,153,560,0,420,980,980,0,0,980,0,0,1,0,3,1,6,0,1986,2,484,192,0,0,0,0,0,0,7,2009,135000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"510","0532354160","020",8499,5,6,1961,1961,0,660,0,204,864,864,0,0,864,1,0,1,0,3,1,5,0,1982,2,732,0,312,0,0,0,0,0,6,2009,141000,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"511","0532354230","020",9079,5,5,1961,1961,0,864,0,0,864,864,0,0,864,0,0,1,0,2,1,5,0,1961,1,440,158,0,0,0,0,0,0,7,2009,122000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"512","0532376070","020",9316,5,5,1965,1965,0,544,0,480,1024,1020,0,0,1020,0,0,2,0,3,1,5,0,1965,1,288,171,0,0,0,0,0,0,5,2009,124100,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"513","0532376110","020",7791,5,8,1963,1995,0,624,0,288,912,912,0,0,912,1,0,1,0,3,1,6,0,1963,1,300,0,0,0,0,0,0,0,10,2009,129000,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1
"514","0532377130","020",10000,5,6,1961,1983,0,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,1961,1,264,165,0,0,0,0,0,400,3,2009,131400,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"515","0532378180","020",7150,5,6,1962,1962,60,140,590,182,912,912,0,0,912,0,1,1,0,3,1,6,0,1962,1,252,0,0,0,0,0,0,0,10,2009,123000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"516","0532478020","020",15676,8,8,1980,1980,115,1733,92,189,2014,2014,0,0,2014,1,0,2,0,2,1,6,2,1980,3,864,462,0,0,255,0,0,0,4,2009,275000,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"517","0533135020","060",11949,7,8,1991,2008,196,601,216,158,975,975,780,0,1755,0,1,2,1,3,1,7,1,1991,2,524,502,60,0,0,0,0,0,7,2009,235000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"518","0533206020","160",2880,7,5,2004,2005,0,0,0,1376,1376,1376,1629,0,3005,0,0,2,1,3,1,9,1,2004,3,704,0,177,0,0,0,0,0,7,2009,280750,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1
"519","0533210010","160",3951,6,5,2009,2009,76,0,0,612,612,612,612,0,1224,0,0,2,1,2,1,4,0,2009,2,528,0,234,0,0,0,0,0,6,2009,164500,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
"520","0533210020","160",3000,6,5,2009,2009,76,294,0,318,612,612,612,0,1224,0,0,2,1,2,1,4,0,2009,2,528,0,234,0,0,0,0,0,6,2009,173733,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
"521","0533213010","120",3830,6,5,2008,2008,280,0,0,1726,1726,1726,0,0,1726,0,0,2,1,2,1,6,1,2008,2,561,0,254,0,0,0,0,0,1,2009,222000,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
"522","0533213020","120",4217,6,5,2008,2008,252,962,0,183,1145,1256,0,0,1256,1,0,1,1,1,1,5,1,2008,2,641,0,169,0,0,0,0,0,3,2009,195000,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"523","0533213040","160",3230,6,5,1999,1999,894,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,1999,2,440,0,24,0,0,0,0,0,3,2009,172500,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
"524","0533221040","160",2998,6,5,2000,2000,513,507,0,249,756,756,756,0,1512,1,0,2,1,2,1,4,0,2000,2,440,0,32,0,0,0,0,0,8,2009,180000,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"525","0533223030","160",3768,7,5,1999,1999,218,549,0,142,691,713,739,0,1452,1,0,2,1,3,1,6,0,1999,2,506,0,34,0,0,0,0,0,9,2009,156000,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"526","0533236050","160",2645,8,5,1999,2000,456,649,0,321,970,983,756,0,1739,1,0,2,1,3,1,7,0,1999,2,480,115,0,0,0,0,0,0,8,2009,172500,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
"527","0533252040","020",14694,8,9,1977,2008,450,1252,136,306,1694,1694,0,0,1694,1,0,2,0,2,1,5,1,1977,2,642,501,120,0,225,0,0,0,6,2009,318750,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"528","0533253070","120",3782,8,5,1981,1981,0,960,0,266,1226,1226,0,0,1226,1,0,1,0,1,1,4,2,1981,2,484,133,78,0,0,0,0,0,9,2009,211500,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"529","0533254050","020",15417,7,5,1981,1981,0,121,0,1619,1740,1740,0,0,1740,0,0,1,1,2,1,7,0,1981,2,540,228,20,218,0,0,0,0,6,2009,241600,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"530","0533254110","080",9600,8,5,1976,1976,200,0,0,392,392,1487,1012,0,2499,0,0,2,1,4,1,5,1,1976,2,527,0,64,0,0,0,0,0,1,2009,180500,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1
"531","0533352150","020",9991,4,4,1976,1993,0,1116,0,165,1281,1620,0,0,1620,1,0,2,0,3,1,8,1,1993,2,490,120,78,0,0,0,0,0,6,2009,150000,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"532","0534125080","060",11700,6,6,1968,1968,0,298,0,429,727,829,727,0,1556,0,0,1,1,4,1,8,0,1968,2,441,0,0,0,0,0,0,0,5,2009,154000,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"533","0534127130","020",11717,6,6,1970,1970,571,0,0,1442,1442,1442,0,0,1442,0,0,2,0,2,1,6,1,1970,2,615,371,0,0,0,0,0,0,2,2009,185000,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"534","0534127170","020",9156,6,7,1968,1968,0,0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,1968,2,462,0,0,0,0,0,0,0,8,2009,185750,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
